group,atom,ori,fsr
Nonmetal,H,0.3574700952,0.2890465792
Nonmetal,H,0.0907297209,0.0625433467
Nonmetal,H,0.1093534604,0.0737087719
Nonmetal,H,0.1093534604,0.083905927
Nonmetal,H,0.3377193809,0.2890465792
Nonmetal,H,0.3574700952,0.2890465792
Nonmetal,H,0.0907297209,0.0625433467
Nonmetal,H,0.1093534604,0.0737087719
Nonmetal,H,0.1093534604,0.083905927
Nonmetal,H,0.3377193809,0.2890465792
Nonmetal,H,0.3574700952,0.2890465792
Nonmetal,H,0.0907297209,0.0625433467
Nonmetal,H,0.1093534604,0.0737087719
Nonmetal,H,0.1093534604,0.083905927
Nonmetal,H,0.3377193809,0.2890465792
Nonmetal,H,0.3574700952,0.2890465792
Nonmetal,H,0.0907297209,0.0625433467
Nonmetal,H,0.1093534604,0.0737087719
Nonmetal,H,0.1093534604,0.083905927
Nonmetal,H,0.3377193809,0.2890465792
Nonmetal,H,0.3574700952,0.2890465792
Nonmetal,H,0.0907297209,0.0625433467
Nonmetal,H,0.1093534604,0.0737087719
Nonmetal,H,0.1093534604,0.083905927
Nonmetal,H,0.3377193809,0.2890465792
Nonmetal,H,0.3574700952,0.2890465792
Nonmetal,C,0.097107389,0.0512122355
Nonmetal,C,-0.0575827127,-0.0831372541
Nonmetal,C,0.097107389,0.0512122355
Nonmetal,C,-0.0575827127,-0.0831372541
Nonmetal,C,0.097107389,0.0512122355
Nonmetal,C,-0.0575827127,-0.0831372541
Nonmetal,C,0.097107389,0.0512122355
Nonmetal,C,-0.0575827127,-0.0831372541
Nonmetal,C,0.097107389,0.0512122355
Nonmetal,C,-0.0575827127,-0.0831372541
Nonmetal,C,0.097107389,0.0512122355
Nonmetal,C,-0.0575827127,-0.0831372541
Nonmetal,C,0.097107389,0.0512122355
Nonmetal,C,-0.0575827127,-0.0831372541
Nonmetal,C,0.097107389,0.0512122355
Nonmetal,C,-0.0575827127,-0.0831372541
Nonmetal,O,-0.7403818667,-0.5712505662
Nonmetal,O,-0.7403818667,-0.4960230038
Nonmetal,O,-0.7403818667,-0.5712505662
Nonmetal,O,-0.7403818667,-0.4960230038
Nonmetal,O,-0.5363795757,-0.5712505662
Nonmetal,O,-0.4560752213,-0.4960230038
Nonmetal,O,-0.5363795757,-0.5712505662
Nonmetal,O,-0.4560752213,-0.4960230038
Nonmetal,O,-0.5363795757,-0.5712505662
Nonmetal,O,-0.4560752213,-0.4960230038
Nonmetal,O,-0.5363795757,-0.5712505662
Nonmetal,O,-0.4560752213,-0.4960230038
Nonmetal,O,-0.5363795757,-0.5712505662
Nonmetal,O,-0.4544325173,-0.4960230038
Nonmetal,O,-0.5363795757,-0.5712505662
Nonmetal,O,-0.4560752213,-0.4960230038
Transition Metal,V,1.9845146792,1.9682545841
Transition Metal,V,1.8948491812,1.873501423
Transition Metal,V,1.9175034314,1.8959076179
Transition Metal,V,2.0060963035,1.9860580117
Transition Metal,V,1.9845146792,1.9682545841
Transition Metal,V,1.8972002268,1.873501423
Transition Metal,V,1.9175034314,1.8959076179
Transition Metal,V,2.0060963035,1.984597984
Transition Metal,V,1.9845146792,1.9682545841
Transition Metal,V,1.8948491812,1.873501423
Transition Metal,V,1.9175034314,1.8959076179
Transition Metal,V,2.0060963035,1.984597984
Transition Metal,V,1.9845146792,1.9682545841
Transition Metal,V,1.8948491812,1.873501423
Transition Metal,V,1.9175034314,1.8938272626
Transition Metal,V,2.0060963035,1.984597984
Transition Metal,V,1.9845146792,1.9682545841
Transition Metal,V,1.8972002268,1.8776919872
Transition Metal,V,1.9175034314,1.8959076179
Transition Metal,V,2.0060963035,1.9860580117
Transition Metal,V,1.9845146792,1.9682545841
Transition Metal,V,1.8948491812,1.873501423
Transition Metal,V,1.9175034314,1.8959076179
Transition Metal,V,2.0060963035,1.9860580117
Transition Metal,V,1.9845146792,1.9682545841
Transition Metal,V,1.8972002268,1.8776919872
Transition Metal,V,1.9175034314,1.8959076179
Transition Metal,V,2.0060963035,1.9860580117
Transition Metal,V,1.9863731861,1.9682545841
Transition Metal,V,1.8972002268,1.873501423
Transition Metal,V,1.9175034314,1.8959076179
Transition Metal,V,2.0060963035,1.9860580117
Transition Metal,Co,0.7597800046,0.7541671823
Transition Metal,Co,0.7597800046,0.7553532154
Transition Metal,Co,0.7597800046,0.7541671823
Transition Metal,Co,0.7597800046,0.7541671823
Nonmetal,H,0.1200805766,0.1109614331
Nonmetal,H,0.1477452852,0.139479223
Nonmetal,H,0.1395512857,0.1308654223
Nonmetal,H,0.1059671789,0.098317872
Nonmetal,H,0.1281145634,0.118164913
Nonmetal,H,0.1477452852,0.139479223
Nonmetal,H,0.1477452852,0.139479223
Nonmetal,H,0.1281145634,0.118164913
Nonmetal,H,0.1200805766,0.1109614331
Nonmetal,H,0.1477452852,0.139479223
Nonmetal,H,0.1395512857,0.1308654223
Nonmetal,H,0.1059671789,0.098317872
Nonmetal,H,0.1281145634,0.118164913
Nonmetal,H,0.1477452852,0.139479223
Nonmetal,H,0.1477452852,0.139479223
Nonmetal,H,0.1281145634,0.118164913
Nonmetal,H,0.1200805766,0.1109614331
Nonmetal,H,0.1477452852,0.139479223
Nonmetal,H,0.1395512857,0.1308654223
Nonmetal,H,0.1059671789,0.098317872
Nonmetal,H,0.1281145634,0.118164913
Nonmetal,H,0.1477452852,0.139479223
Nonmetal,H,0.1477452852,0.139479223
Nonmetal,H,0.1281145634,0.118164913
Nonmetal,H,0.1200805766,0.1109614331
Nonmetal,H,0.1477452852,0.139479223
Nonmetal,H,0.1395512857,0.1308654223
Nonmetal,H,0.1059671789,0.098317872
Nonmetal,H,0.1281145634,0.118164913
Nonmetal,H,0.1477452852,0.139479223
Nonmetal,H,0.1477452852,0.139479223
Nonmetal,H,0.1281145634,0.118164913
Nonmetal,H,0.1200805766,0.1109614331
Nonmetal,H,0.1477452852,0.139479223
Nonmetal,H,0.1395512857,0.1308654223
Nonmetal,H,0.1059671789,0.098317872
Nonmetal,H,0.1281145634,0.118164913
Nonmetal,H,0.1477452852,0.139479223
Nonmetal,H,0.1477452852,0.139479223
Nonmetal,H,0.1281145634,0.118164913
Nonmetal,H,0.1200805766,0.1109614331
Nonmetal,H,0.1477452852,0.139479223
Nonmetal,H,0.1395512857,0.1308654223
Nonmetal,H,0.1059671789,0.098317872
Nonmetal,H,0.1281145634,0.118164913
Nonmetal,H,0.1477452852,0.139479223
Nonmetal,H,0.1477452852,0.139479223
Nonmetal,H,0.1281145634,0.118164913
Nonmetal,H,0.1200805766,0.1109614331
Nonmetal,H,0.1477452852,0.139479223
Nonmetal,H,0.1395512857,0.1308654223
Nonmetal,H,0.1059671789,0.098317872
Nonmetal,H,0.1281145634,0.118164913
Nonmetal,H,0.1477452852,0.139479223
Nonmetal,H,0.1477452852,0.139479223
Nonmetal,H,0.1281145634,0.118164913
Nonmetal,H,0.1200805766,0.1109614331
Nonmetal,H,0.1477452852,0.139479223
Nonmetal,H,0.1395512857,0.1308654223
Nonmetal,H,0.1059671789,0.098317872
Nonmetal,H,0.1281145634,0.118164913
Nonmetal,H,0.1477452852,0.139479223
Nonmetal,H,0.1477452852,0.139479223
Nonmetal,H,0.1281145634,0.118164913
Nonmetal,C,0.1200805766,0.1109614331
Nonmetal,C,-0.1592621617,-0.1662206582
Nonmetal,C,0.099753174,0.0923900253
Nonmetal,C,-0.1822255254,-0.1907673355
Nonmetal,C,0.1281145634,0.118164913
Nonmetal,C,0.0787514225,0.0701324802
Nonmetal,C,-0.1707804166,-0.1777170866
Nonmetal,C,0.1200805766,0.1109614331
Nonmetal,C,-0.1822255254,-0.1907673355
Nonmetal,C,0.1281145634,0.118164913
Nonmetal,C,0.1200805766,0.1109614331
Nonmetal,C,-0.1592621617,-0.1662206582
Nonmetal,C,0.099753174,0.0923900253
Nonmetal,C,-0.1822255254,-0.1907673355
Nonmetal,C,0.1281145634,0.118164913
Nonmetal,C,0.0787514225,0.0701324802
Nonmetal,C,-0.1707804166,-0.1777170866
Nonmetal,C,0.1200805766,0.1109614331
Nonmetal,C,-0.1822255254,-0.1907673355
Nonmetal,C,0.1281145634,0.118164913
Nonmetal,C,0.1200805766,0.1109614331
Nonmetal,C,-0.1592621617,-0.1662206582
Nonmetal,C,0.099753174,0.0923900253
Nonmetal,C,-0.1822255254,-0.1907673355
Nonmetal,C,0.1281145634,0.118164913
Nonmetal,C,0.0787514225,0.0701324802
Nonmetal,C,-0.1707804166,-0.1777170866
Nonmetal,C,0.1200805766,0.1109614331
Nonmetal,C,-0.1822255254,-0.1907673355
Nonmetal,C,0.1281145634,0.118164913
Nonmetal,C,0.1200805766,0.1109614331
Nonmetal,C,-0.1592621617,-0.1662206582
Nonmetal,C,0.099753174,0.0923900253
Nonmetal,C,-0.1822255254,-0.1907673355
Nonmetal,C,0.1281145634,0.118164913
Nonmetal,C,0.0787514225,0.0701324802
Nonmetal,C,-0.1707804166,-0.1777170866
Nonmetal,C,0.1200805766,0.1109614331
Nonmetal,C,-0.1822255254,-0.1907673355
Nonmetal,C,0.1281145634,0.118164913
Nonmetal,C,0.1200805766,0.1109614331
Nonmetal,C,-0.1592621617,-0.1662206582
Nonmetal,C,0.099753174,0.0923900253
Nonmetal,C,-0.1822255254,-0.1907673355
Nonmetal,C,0.1281145634,0.118164913
Nonmetal,C,0.0787514225,0.0701324802
Nonmetal,C,-0.1707804166,-0.1777170866
Nonmetal,C,0.1200805766,0.1109614331
Nonmetal,C,-0.1822255254,-0.1907673355
Nonmetal,C,0.1281145634,0.118164913
Nonmetal,C,0.1200805766,0.1109614331
Nonmetal,C,-0.1592621617,-0.1662206582
Nonmetal,C,0.099753174,0.0923900253
Nonmetal,C,-0.1822255254,-0.1907673355
Nonmetal,C,0.1281145634,0.118164913
Nonmetal,C,0.0787514225,0.0701324802
Nonmetal,C,-0.1707804166,-0.1777170866
Nonmetal,C,0.1200805766,0.1109614331
Nonmetal,C,-0.1822255254,-0.1907673355
Nonmetal,C,0.1281145634,0.118164913
Nonmetal,C,0.1200805766,0.1109614331
Nonmetal,C,-0.1592621617,-0.1662206582
Nonmetal,C,0.099753174,0.0923900253
Nonmetal,C,-0.1822255254,-0.1907673355
Nonmetal,C,0.1281145634,0.118164913
Nonmetal,C,0.0787514225,0.0701324802
Nonmetal,C,-0.1707804166,-0.1777170866
Nonmetal,C,0.1200805766,0.1109614331
Nonmetal,C,-0.1822255254,-0.1907673355
Nonmetal,C,0.1281145634,0.118164913
Nonmetal,C,0.1200805766,0.1109614331
Nonmetal,C,-0.1592621617,-0.1662206582
Nonmetal,C,0.099753174,0.0923900253
Nonmetal,C,-0.1822255254,-0.1907673355
Nonmetal,C,0.1281145634,0.118164913
Nonmetal,C,0.0787514225,0.0701324802
Nonmetal,C,-0.1707804166,-0.1777170866
Nonmetal,C,0.1200805766,0.1109614331
Nonmetal,C,-0.1822255254,-0.1907673355
Nonmetal,C,0.1281145634,0.118164913
Nonmetal,N,-0.2415187974,-0.2487934854
Nonmetal,N,-0.2306267694,-0.2374520868
Nonmetal,N,-0.2415187974,-0.2487934854
Nonmetal,N,-0.2306267694,-0.2374520868
Nonmetal,N,-0.2415187974,-0.2487934854
Nonmetal,N,-0.2306267694,-0.2374520868
Nonmetal,N,-0.2415187974,-0.2487934854
Nonmetal,N,-0.2306267694,-0.2374520868
Nonmetal,N,-0.2415187974,-0.2487934854
Nonmetal,N,-0.2306267694,-0.2374520868
Nonmetal,N,-0.2415187974,-0.2487934854
Nonmetal,N,-0.2306267694,-0.2374520868
Nonmetal,N,-0.2415187974,-0.2487934854
Nonmetal,N,-0.2306267694,-0.2374520868
Nonmetal,N,-0.2415187974,-0.2487934854
Nonmetal,N,-0.2306267694,-0.2374520868
Nonmetal,O,-0.8077136874,-1.0143396467
Nonmetal,O,-0.8033467531,-0.6396244063
Nonmetal,O,-0.995192349,-1.098253262
Nonmetal,O,-0.6313744485,-1.083213982
Nonmetal,O,-1.0794211626,-0.6504582435
Nonmetal,O,-1.0658801794,-1.0598328978
Nonmetal,O,-0.6416931003,-0.6812887162
Nonmetal,O,-1.0388768613,-1.0598328978
Nonmetal,O,-0.6719022468,-0.7620488524
Nonmetal,O,-1.0388768613,-1.0143396467
Nonmetal,O,-0.7555657966,-0.6396244063
Nonmetal,O,-0.995192349,-1.098253262
Nonmetal,O,-0.6313744485,-1.083213982
Nonmetal,O,-1.0794211626,-0.6504582435
Nonmetal,O,-1.0649749041,-1.0598328978
Nonmetal,O,-0.6416931003,-0.6812887162
Nonmetal,O,-1.0388768613,-1.0598328978
Nonmetal,O,-0.6719022468,-0.7620488524
Nonmetal,O,-1.0388768613,-1.0143396467
Nonmetal,O,-0.7555657966,-0.6396244063
Nonmetal,O,-0.9941883683,-1.098253262
Nonmetal,O,-0.6313744485,-1.083213982
Nonmetal,O,-1.0794211626,-0.6504582435
Nonmetal,O,-1.0658801794,-1.0598328978
Nonmetal,O,-0.6416931003,-0.6812887162
Nonmetal,O,-1.0388768613,-1.0598328978
Nonmetal,O,-0.6719022468,-0.7620488524
Nonmetal,O,-1.0388768613,-1.0155673593
Nonmetal,O,-0.7555657966,-0.6396244063
Nonmetal,O,-0.995192349,-1.098253262
Nonmetal,O,-0.6313744485,-1.083213982
Nonmetal,O,-1.0794211626,-0.6504582435
Nonmetal,O,-1.0649749041,-1.0598328978
Nonmetal,O,-0.6416931003,-0.6812887162
Nonmetal,O,-1.0388768613,-1.0598328978
Nonmetal,O,-0.6719022468,-0.7620488524
Nonmetal,O,-1.0388768613,-1.0155673593
Nonmetal,O,-0.7555657966,-0.6396244063
Nonmetal,O,-0.995192349,-1.098253262
Nonmetal,O,-0.6313744485,-1.083213982
Nonmetal,O,-1.0794211626,-0.6504582435
Nonmetal,O,-1.0658801794,-1.0598328978
Nonmetal,O,-0.6416931003,-0.6812887162
Nonmetal,O,-1.0388768613,-1.0598328978
Nonmetal,O,-0.6719022468,-0.7620488524
Nonmetal,O,-1.0388768613,-1.0155673593
Nonmetal,O,-0.7555657966,-0.6396244063
Nonmetal,O,-0.995192349,-1.098253262
Nonmetal,O,-0.6313744485,-1.083213982
Nonmetal,O,-1.0794211626,-0.6504582435
Nonmetal,O,-1.0658801794,-1.0598328978
Nonmetal,O,-0.6416931003,-0.6812887162
Nonmetal,O,-1.0388768613,-1.0598328978
Nonmetal,O,-0.6719022468,-0.7620488524
Nonmetal,O,-1.0388768613,-1.0143396467
Nonmetal,O,-0.754440546,-0.6396244063
Nonmetal,O,-0.9941883683,-1.098253262
Nonmetal,O,-0.6313744485,-1.083213982
Nonmetal,O,-1.0794211626,-0.6504582435
Nonmetal,O,-1.0649749041,-1.0598328978
Nonmetal,O,-0.6416931003,-0.6812887162
Nonmetal,O,-1.0388768613,-1.0598328978
Nonmetal,O,-0.6719022468,-0.7620488524
Nonmetal,O,-1.0388768613,-1.0143396467
Nonmetal,O,-0.7555657966,-0.6396244063
Nonmetal,O,-0.9941883683,-1.098253262
Nonmetal,O,-0.6313744485,-1.083213982
Nonmetal,O,-1.0794211626,-0.6504582435
Nonmetal,O,-1.0649749041,-1.0598328978
Nonmetal,O,-0.6416931003,-0.6812887162
Nonmetal,O,-1.0388768613,-1.0598328978
Nonmetal,O,-0.6719022468,-0.7620488524
Nonmetal,O,-1.0388768613,-0.9116194069
Nonmetal,O,-0.7555657966,-0.9116194069
Nonmetal,O,-0.8993487358,-0.9116194069
Nonmetal,O,-0.8993487358,-0.9116194069
Transition Metal,Co,0.8735914528,0.8597560347
Transition Metal,Co,0.8735914528,0.8597560347
Transition Metal,Co,0.8735914528,0.8597560347
Transition Metal,Co,0.8735914528,0.8597560347
Nonmetal,H,0.1315752839,0.1262993337
Nonmetal,H,0.1144525682,0.1020422803
Nonmetal,H,0.1413605095,0.1393861071
Nonmetal,H,0.1171349064,0.1105769283
Nonmetal,H,0.1171349064,0.1105769283
Nonmetal,H,0.1315752839,0.1262993337
Nonmetal,H,0.1315752839,0.1262993337
Nonmetal,H,0.1144525682,0.1020422803
Nonmetal,H,0.1413605095,0.1393861071
Nonmetal,H,0.1171349064,0.1105769283
Nonmetal,H,0.1171349064,0.1105769283
Nonmetal,H,0.1315752839,0.1262993337
Nonmetal,H,0.1315752839,0.1262993337
Nonmetal,H,0.1144525682,0.1020422803
Nonmetal,H,0.1413605095,0.1393861071
Nonmetal,H,0.1171349064,0.1105769283
Nonmetal,H,0.1171349064,0.1105769283
Nonmetal,H,0.1315752839,0.1262993337
Nonmetal,H,0.1315752839,0.1262993337
Nonmetal,H,0.1144525682,0.1020422803
Nonmetal,H,0.1413605095,0.1393861071
Nonmetal,H,0.1171349064,0.1105769283
Nonmetal,H,0.1171349064,0.1105769283
Nonmetal,H,0.1315752839,0.1262993337
Nonmetal,H,0.1315752839,0.1262993337
Nonmetal,H,0.1144525682,0.1020422803
Nonmetal,H,0.1413605095,0.1393861071
Nonmetal,H,0.1171349064,0.1105769283
Nonmetal,H,0.1171349064,0.1105769283
Nonmetal,H,0.1315752839,0.1262993337
Nonmetal,H,0.1315752839,0.1262993337
Nonmetal,H,0.1144525682,0.1020422803
Nonmetal,H,0.1413605095,0.1393861071
Nonmetal,H,0.1171349064,0.1105769283
Nonmetal,H,0.1171349064,0.1105769283
Nonmetal,H,0.1315752839,0.1262993337
Nonmetal,H,0.1315752839,0.1262993337
Nonmetal,H,0.1144525682,0.1020422803
Nonmetal,H,0.1413605095,0.1393861071
Nonmetal,H,0.1171349064,0.1105769283
Nonmetal,H,0.1171349064,0.1105769283
Nonmetal,H,0.1315752839,0.1262993337
Nonmetal,H,0.1315752839,0.1262993337
Nonmetal,H,0.1144525682,0.1020422803
Nonmetal,H,0.1413605095,0.1393861071
Nonmetal,H,0.1171349064,0.1105769283
Nonmetal,H,0.1171349064,0.1105769283
Nonmetal,H,0.1315752839,0.1262993337
Nonmetal,H,0.1315752839,0.1262993337
Nonmetal,H,0.1144525682,0.1020422803
Nonmetal,H,0.1413605095,0.1393861071
Nonmetal,H,0.1171349064,0.1105769283
Nonmetal,H,0.1171349064,0.1105769283
Nonmetal,H,0.1315752839,0.1262993337
Nonmetal,H,0.1315752839,0.1262993337
Nonmetal,H,0.1144525682,0.1020422803
Nonmetal,H,0.1413605095,0.1393861071
Nonmetal,H,0.1171349064,0.1105769283
Nonmetal,H,0.1171349064,0.1105769283
Nonmetal,H,0.1315752839,0.1262993337
Nonmetal,H,0.1315752839,0.1262993337
Nonmetal,H,0.1144525682,0.1020422803
Nonmetal,H,0.1413605095,0.1393861071
Nonmetal,H,0.1171349064,0.1105769283
Nonmetal,H,0.1171349064,0.1105769283
Nonmetal,H,0.1315752839,0.1262993337
Nonmetal,H,0.1315752839,0.1262993337
Nonmetal,H,0.1144525682,0.1020422803
Nonmetal,H,0.1413605095,0.1393861071
Nonmetal,H,0.1171349064,0.1105769283
Nonmetal,H,0.1171349064,0.1105769283
Nonmetal,H,0.1315752839,0.1262993337
Nonmetal,H,0.1480171084,0.124562052
Nonmetal,H,0.1480171084,0.124562052
Nonmetal,H,0.1480171084,0.124562052
Nonmetal,H,0.1480171084,0.124562052
Nonmetal,H,0.1480171084,0.124562052
Nonmetal,H,0.1480171084,0.124562052
Nonmetal,C,-0.1914554611,-0.1997001417
Nonmetal,C,0.1863318905,0.1789129869
Nonmetal,C,0.1413605095,0.1105769283
Nonmetal,C,0.1480171084,0.1393861071
Nonmetal,C,-0.1367607514,-0.1444616645
Nonmetal,C,-0.1248023943,-0.1292893878
Nonmetal,C,-0.0954575427,-0.1052080347
Nonmetal,C,-0.1914554611,-0.1997001417
Nonmetal,C,0.1013880968,0.1020422803
Nonmetal,C,-0.1914554611,-0.1997001417
Nonmetal,C,0.1863318905,0.1789129869
Nonmetal,C,0.1413605095,0.1105769283
Nonmetal,C,0.1480171084,0.1393861071
Nonmetal,C,-0.1367607514,-0.1444616645
Nonmetal,C,-0.1256642789,-0.1292893878
Nonmetal,C,-0.0954575427,-0.1043217699
Nonmetal,C,-0.1914554611,-0.1997001417
Nonmetal,C,0.1013880968,0.1020422803
Nonmetal,C,-0.1914554611,-0.1997001417
Nonmetal,C,0.1863318905,0.1789129869
Nonmetal,C,0.1413605095,0.1105769283
Nonmetal,C,0.1480171084,0.1393861071
Nonmetal,C,-0.1367607514,-0.1444616645
Nonmetal,C,-0.1248023943,-0.1292893878
Nonmetal,C,-0.0954575427,-0.1043217699
Nonmetal,C,-0.1914554611,-0.1997001417
Nonmetal,C,0.1013880968,0.1020422803
Nonmetal,C,-0.1914554611,-0.1997001417
Nonmetal,C,0.1863318905,0.1789129869
Nonmetal,C,0.1413605095,0.1105769283
Nonmetal,C,0.1480171084,0.1393861071
Nonmetal,C,-0.1367607514,-0.1451742678
Nonmetal,C,-0.1248023943,-0.1292893878
Nonmetal,C,-0.0954575427,-0.1043217699
Nonmetal,C,-0.1914554611,-0.1997001417
Nonmetal,C,0.1013880968,0.1020422803
Nonmetal,C,-0.1914554611,-0.1997001417
Nonmetal,C,0.1863318905,0.1789129869
Nonmetal,C,0.1413605095,0.1105769283
Nonmetal,C,0.1480171084,0.1393861071
Nonmetal,C,-0.1367607514,-0.1451742678
Nonmetal,C,-0.1248023943,-0.1292893878
Nonmetal,C,-0.0954575427,-0.1043217699
Nonmetal,C,-0.1914554611,-0.1997001417
Nonmetal,C,0.1013880968,0.1020422803
Nonmetal,C,-0.1914554611,-0.1997001417
Nonmetal,C,0.1863318905,0.1789129869
Nonmetal,C,0.1413605095,0.1105769283
Nonmetal,C,0.1480171084,0.1393861071
Nonmetal,C,-0.1367607514,-0.1451742678
Nonmetal,C,-0.1248023943,-0.1292893878
Nonmetal,C,-0.0954575427,-0.1052080347
Nonmetal,C,-0.1914554611,-0.1997001417
Nonmetal,C,0.1013880968,0.1020422803
Nonmetal,C,-0.1914554611,-0.1997001417
Nonmetal,C,0.1863318905,0.1789129869
Nonmetal,C,0.1413605095,0.1105769283
Nonmetal,C,0.1480171084,0.1393861071
Nonmetal,C,-0.1367607514,-0.1444616645
Nonmetal,C,-0.1248023943,-0.1292893878
Nonmetal,C,-0.0954575427,-0.1043217699
Nonmetal,C,-0.1914554611,-0.1997001417
Nonmetal,C,0.1013880968,0.1020422803
Nonmetal,C,-0.1914554611,-0.1997001417
Nonmetal,C,0.1863318905,0.1789129869
Nonmetal,C,0.1413605095,0.1105769283
Nonmetal,C,0.1480171084,0.1393861071
Nonmetal,C,-0.1367607514,-0.1444616645
Nonmetal,C,-0.1248023943,-0.1292893878
Nonmetal,C,-0.0954575427,-0.1043217699
Nonmetal,C,-0.1914554611,-0.1997001417
Nonmetal,C,0.1013880968,0.1020422803
Nonmetal,C,-0.1914554611,-0.1997001417
Nonmetal,C,0.1863318905,0.1789129869
Nonmetal,C,0.1413605095,0.1105769283
Nonmetal,C,0.1480171084,0.1393861071
Nonmetal,C,-0.1367607514,-0.1444616645
Nonmetal,C,-0.1248023943,-0.1292893878
Nonmetal,C,-0.0954575427,-0.1043217699
Nonmetal,C,-0.1914554611,-0.1997001417
Nonmetal,C,0.1013880968,0.1020422803
Nonmetal,C,-0.1914554611,-0.1997001417
Nonmetal,C,0.1863318905,0.1789129869
Nonmetal,C,0.1413605095,0.1105769283
Nonmetal,C,0.1480171084,0.1393861071
Nonmetal,C,-0.1367607514,-0.1444616645
Nonmetal,C,-0.1248023943,-0.1292893878
Nonmetal,C,-0.0954575427,-0.1043217699
Nonmetal,C,-0.1914554611,-0.1997001417
Nonmetal,C,0.1013880968,0.1020422803
Nonmetal,C,-0.1914554611,-0.1997001417
Nonmetal,C,0.1863318905,0.1789129869
Nonmetal,C,0.1413605095,0.1105769283
Nonmetal,C,0.1480171084,0.1393861071
Nonmetal,C,-0.1367607514,-0.1444616645
Nonmetal,C,-0.1248023943,-0.1292893878
Nonmetal,C,-0.0954575427,-0.1052080347
Nonmetal,C,-0.1914554611,-0.1997001417
Nonmetal,C,0.1013880968,0.1020422803
Nonmetal,C,-0.1914554611,-0.1997001417
Nonmetal,C,0.1863318905,0.1789129869
Nonmetal,C,0.1413605095,0.1105769283
Nonmetal,C,0.1480171084,0.1393861071
Nonmetal,C,-0.1367607514,-0.1444616645
Nonmetal,C,-0.1248023943,-0.1292893878
Nonmetal,C,-0.0954575427,-0.1043217699
Nonmetal,C,-0.1914554611,-0.1997001417
Nonmetal,C,0.1013880968,0.1020422803
Nonmetal,C,0.5846355359,0.5804156483
Nonmetal,C,0.0214329263,0.0191050329
Nonmetal,C,-0.2575604419,-0.2841129083
Nonmetal,C,0.5846355359,0.5804156483
Nonmetal,C,0.0214329263,0.0191050329
Nonmetal,C,-0.2575604419,-0.2841129083
Nonmetal,C,0.5846355359,0.5804156483
Nonmetal,C,0.0214329263,0.0191050329
Nonmetal,C,-0.2575604419,-0.2841129083
Nonmetal,C,0.5846355359,0.5804156483
Nonmetal,C,0.0214329263,0.0191050329
Nonmetal,C,-0.2575604419,-0.2841129083
Nonmetal,C,0.5846355359,0.5804156483
Nonmetal,C,0.0214329263,0.0191050329
Nonmetal,C,-0.2575604419,-0.2841129083
Nonmetal,C,0.5846355359,0.5804156483
Nonmetal,C,0.0214329263,0.0191050329
Nonmetal,C,-0.2575604419,-0.2841129083
Nonmetal,N,-0.0537384003,-0.0606224289
Nonmetal,N,-0.35514763,-0.3599186419
Nonmetal,N,-0.0537384003,-0.0606224289
Nonmetal,N,-0.35514763,-0.3599186419
Nonmetal,N,-0.0537384003,-0.0606224289
Nonmetal,N,-0.35514763,-0.3599186419
Nonmetal,N,-0.0537384003,-0.0606224289
Nonmetal,N,-0.35514763,-0.3599186419
Nonmetal,N,-0.0537384003,-0.0606224289
Nonmetal,N,-0.35514763,-0.3599186419
Nonmetal,N,-0.0537384003,-0.0606224289
Nonmetal,N,-0.35514763,-0.3599186419
Nonmetal,N,-0.0537384003,-0.0606224289
Nonmetal,N,-0.35514763,-0.3599186419
Nonmetal,N,-0.0537384003,-0.0606224289
Nonmetal,N,-0.35514763,-0.3599186419
Nonmetal,N,-0.0537384003,-0.0606224289
Nonmetal,N,-0.35514763,-0.3599186419
Nonmetal,N,-0.0537384003,-0.0606224289
Nonmetal,N,-0.35514763,-0.3599186419
Nonmetal,N,-0.0537384003,-0.0606224289
Nonmetal,N,-0.35514763,-0.3599186419
Nonmetal,N,-0.0537384003,-0.0606224289
Nonmetal,N,-0.35514763,-0.3599186419
Nonmetal,O,-0.6442877054,-0.5542555778
Nonmetal,O,-0.6453298926,-0.5542555778
Nonmetal,O,-0.5466240048,-0.5542555778
Nonmetal,O,-0.5466240048,-0.5542555778
Nonmetal,O,-0.5466240048,-0.5542555778
Nonmetal,O,-0.5466240048,-0.5542555778
Nonmetal,O,-0.5466240048,-0.5542555778
Nonmetal,O,-0.5466240048,-0.5542555778
Nonmetal,O,-0.5466240048,-0.5542555778
Nonmetal,O,-0.5466240048,-0.5542555778
Nonmetal,O,-0.5466240048,-0.5542555778
Nonmetal,O,-0.5466240048,-0.5542555778
Transition Metal,Cd,0.6832924187,0.6781722369
Transition Metal,Cd,0.6832924187,0.6781722369
Transition Metal,Cd,0.6832924187,0.6781722369
Transition Metal,Cd,0.6832924187,0.6781722369
Nonmetal,H,0.1211696473,0.0999441627
Nonmetal,H,0.111678923,0.108185978
Nonmetal,H,0.1211696473,0.1228924989
Nonmetal,H,0.111678923,0.108185978
Nonmetal,H,0.1303772291,0.1228924989
Nonmetal,H,0.1020214595,0.0999441627
Nonmetal,H,0.111678923,0.108185978
Nonmetal,H,0.111678923,0.108185978
Nonmetal,H,0.1211696473,0.0999441627
Nonmetal,H,0.111678923,0.108185978
Nonmetal,H,0.1211696473,0.1228924989
Nonmetal,H,0.111678923,0.108185978
Nonmetal,H,0.1303772291,0.1228924989
Nonmetal,H,0.1020214595,0.0999441627
