,PLD,LCD,ASA,Density,VF,site,ratio,T,Y,Y_pred
1352,17.9532,18.25392,1186.84,0.531445,0.728,1,1.0,296,0.2698561581902212,0.32540426962077623
1353,35.85063,36.23385,1001.52,0.488852,0.7544,2,1.0,231,0.389114266948968,0.40620360523462296
1354,16.67048,17.3372,1231.11,0.543966,0.732,1,0.5,111,1.5079217353277783,1.4365130066871648
1355,15.76019,16.19017,1343.45,0.486203,0.7554,2,0.5,231,0.42846782737614525,0.4419455416500568
1356,22.14611,22.87778,1075.83,0.587633,0.72,2,0.5,111,2.747589748734215,2.082846105098724
1357,9.26631,9.45899,1250.07,0.939067,0.5082,0,0.0,296,0.5551231587409451,0.4939463213086128
1358,9.32459,10.09049,1536.23,0.76916,0.603,2,0.5,111,0.18223229222664616,0.36008453369140625
1359,32.33396,32.66085,813.849,0.470374,0.7724,1,0.5,296,0.7393040408727628,0.719942282885313
1360,13.08464,13.44419,1286.3,0.741116,0.6496,2,0.5,111,0.47796865542656264,0.6110705137252812
1361,22.72211,23.06077,1138.67,0.471181,0.7788,2,0.5,296,0.3568659093950004,0.3609814718365669
1362,9.32459,10.09049,1536.23,0.76916,0.603,2,1.0,231,0.09921045903630651,0.17420525103807447
1363,29.99025,30.2392,948.334,0.406583,0.8028,1,0.5,231,1.133866228041706,1.0384631678462024
1364,24.81088,25.2114,1053.76,0.453,0.7748,2,1.0,296,0.28627613598458485,0.28402755036950117
1365,16.95169,17.45576,1202.97,0.624446,0.703,2,1.0,296,0.2219495746136831,0.25495779886841774
1366,23.09195,23.32085,1073.87,0.572608,0.7408,2,1.0,296,0.2310308355544215,0.2895781366969458
1367,23.17957,23.42106,1096.61,0.451638,0.7674,2,0.5,296,0.4225741167904853,0.4166144579648971
1368,6.85059,8.77775,1657.04,0.727662,0.6144,1,1.0,231,0.3154277245677496,0.3016535341739654
1369,23.90051,24.08857,986.238,0.569687,0.7554,1,1.0,296,0.5343788858065422,0.5607027411460876
1370,32.78879,32.93058,874.708,0.344509,0.8282,2,0.5,296,0.6249212632845111,0.5742159299552441
1371,27.91513,28.07793,996.221,0.404815,0.7868,2,0.5,231,0.7019790646085149,0.6463660001754761
1372,19.53162,20.0968,1457.45,0.379951,0.8,1,1.0,231,0.7357915617002444,0.7331145703792572
1373,26.65274,27.10282,997.663,0.436575,0.7954,0,0.0,231,1.8365596673071796,1.8981365785002704
1374,19.78,20.10637,1220.15,0.543702,0.7066,2,1.0,111,0.21764812793559402,0.24022337794303894
1375,19.99848,20.81425,1252.67,0.581995,0.7214,0,0.0,111,3.4831193259520408,3.0914130806922913
1376,16.95169,17.45576,1202.97,0.624446,0.703,1,1.0,296,0.3487614580625794,0.36362876743078226
1377,6.59214,8.16711,1300.85,0.847623,0.5538,1,1.0,231,0.18992071931182009,0.24194999039173132
1378,2.40674,2.8857,0.0,1.28554,0.338,0,0.0,111,0.0037065553034466995,0.18278458714485168
1379,32.41145,33.06267,880.118,0.343161,0.8274,2,0.5,111,0.8891674939244367,1.0919746160507204
1380,32.5236,32.95889,1066.59,0.467079,0.7424,1,0.5,296,0.44554893520665834,0.44726152718067175
1381,24.12228,24.35034,1219.08,0.573437,0.7,2,0.5,111,0.5679045345258082,0.6735337674617772
1382,23.73754,24.01167,1026.53,0.489624,0.757,1,0.5,296,0.7583092419063702,0.7101487591862679
1383,2.44292,3.5094,0.0,1.61074,0.3508,0,0.0,296,0.1478462421502275,0.21323846280574796
1384,22.01268,23.22818,1110.66,0.498963,0.748,0,0.0,231,1.4664055759449537,1.5277518853545193
1385,27.06543,27.27431,1029.65,0.455449,0.7902,1,1.0,111,1.057728916397425,1.161365866661072
1386,8.4371,9.24352,1588.09,0.675273,0.6518,0,0.0,231,1.4066027222307151,1.178702980279922
1387,14.95702,16.31818,1235.42,0.612782,0.699,2,0.5,231,0.5148112286369944,0.4788690134882927
1388,23.81537,24.2473,1252.68,0.54985,0.7276,1,1.0,231,0.3609834267129464,0.42301786690950394
1389,13.89447,14.16961,1360.37,0.659957,0.659,1,1.0,111,0.42427102475198997,0.44411909580230713
1390,25.20703,25.76358,1023.64,0.428492,0.7918,1,0.5,111,1.3786961289903523,1.5994476079940796
1391,17.69479,18.04129,1216.79,0.541368,0.717,1,0.5,111,1.101968568570919,1.3541936278343203
1392,28.98969,29.13002,913.101,0.534625,0.7642,2,1.0,231,0.5976659805099248,0.5913534387946129
1393,24.12228,24.35034,1219.08,0.573437,0.7,1,1.0,231,0.43690128053886895,0.414732612669468
1394,21.34195,21.57123,1143.17,0.49203,0.7596,2,0.5,296,0.4394498855850265,0.4076042994856835
1395,19.50737,19.91002,1196.27,0.501763,0.7518,1,1.0,296,0.357687296954561,0.3819520268589258
1396,18.85461,19.54346,1267.62,0.429701,0.7844,1,0.5,111,2.1486613723388865,1.8580362200736995
1397,25.6244,28.35191,1031.61,0.151002,0.9178,1,1.0,296,1.076745595111913,1.061613157391548
1398,6.50561,6.95697,1575.12,1.004,0.5774,1,0.5,111,0.7452117173458886,0.6298593282699589
1399,16.41854,16.79371,1267.58,0.539296,0.7352,1,1.0,231,0.47812305312502,0.5364452302455902
1400,31.74327,32.06594,908.832,0.375704,0.8182,1,1.0,111,1.4011850863449624,1.345166385173798
1401,30.06721,30.32973,870.351,0.493916,0.7602,1,0.5,231,1.1380309841200296,1.050074562430382
1402,13.98775,14.67184,1179.22,0.695968,0.643,0,0.0,231,0.9591290323595384,1.03327764198184
1403,26.12175,26.54706,1232.78,0.478511,0.7678,2,1.0,296,0.2263801615734718,0.24090838991105556
1404,33.55346,33.89639,904.93,0.240895,0.8596,1,1.0,111,1.8563783485529854,1.7815620899200435
1405,31.80697,32.29337,884.274,0.386535,0.8076,2,0.5,231,0.8231392402340125,0.7484114468097687
1406,18.42074,18.86672,1552.51,0.568392,0.7346,1,0.5,111,1.3448158597499424,1.566031038761139
1407,28.36231,31.01001,1043.32,0.139365,0.9248,2,1.0,111,1.3411224303139333,1.377749502658844
1408,11.46774,12.82588,1388.08,0.660057,0.6654,2,1.0,296,0.1784962606715845,0.17890814319252965
1409,14.70511,15.41679,1283.08,0.552143,0.7238,2,0.5,231,0.3645327638158402,0.4083569496870041
1410,6.20157,7.23596,1529.42,0.821216,0.5818,0,0.0,231,1.0108689519580276,0.8452387377619743
1411,26.53373,27.09641,970.876,0.388654,0.7842,1,0.5,231,0.9162991229042166,0.9411157667636869
1412,11.92591,12.21678,1283.91,0.739034,0.6346,1,1.0,111,0.9308090081801516,0.7187554836273191
1413,19.50737,19.91002,1196.27,0.501763,0.7518,2,0.5,111,0.618186281966349,0.8105103373527525
1414,16.12563,16.80212,1340.71,0.664142,0.6472,1,0.5,231,0.42755427512254784,0.4825626313686371
1415,26.65274,27.10282,997.663,0.436575,0.7954,2,0.5,231,0.7689182963701086,0.7384012341499329
1416,26.00407,26.20175,984.323,0.435971,0.7758,0,0.0,231,1.870312718829482,1.8266061693429947
1417,20.80033,21.28633,1099.79,0.612741,0.7292,0,0.0,231,1.4443690277226264,1.5375324189662936
1418,28.98969,29.13002,913.101,0.534625,0.7642,1,0.5,231,1.0658974823634542,0.9869328290224078
1419,7.21521,9.2454,2337.02,0.568549,0.7436,2,1.0,111,0.21214480956272053,0.19144338369369507
1420,25.76446,26.16246,960.045,0.458062,0.7796,0,0.0,231,1.8037965542417953,1.79112521559
1421,17.6374,17.92327,1235.28,0.53257,0.7152,2,0.5,111,0.4472553137871814,0.6760488748550415
1422,23.90051,24.08857,986.238,0.569687,0.7554,1,0.5,296,0.6723928067209329,0.6444310955703259
1423,20.75151,21.06284,1145.62,0.51383,0.7428,1,1.0,231,0.5562539142621655,0.5647289305925369
1424,26.65274,27.10282,997.663,0.436575,0.7954,1,1.0,231,0.7766650938797026,0.7467398941516876
1425,23.794,24.0517,1064.95,0.423158,0.7884,1,0.5,231,0.9592699418625374,0.9018454849719997
1426,19.51535,19.94726,1115.83,0.598194,0.7116,0,0.0,296,0.9108932548095583,1.02449444681406
1427,17.13909,17.55621,1277.2,0.566808,0.7238,1,1.0,296,0.2768531008594821,0.3616869440302253
1428,32.11596,32.47108,890.204,0.342964,0.8296,0,0.0,111,5.676935634972914,5.579115331172943
1429,13.7956,16.61482,1948.16,0.333212,0.8344,2,0.5,231,0.8053468267784899,0.780592255294323
1430,14.00828,15.58128,1496.81,0.575762,0.728,0,0.0,111,3.2484747351006344,3.3898977041244507
1431,9.24781,9.80223,1393.32,0.72702,0.6284,2,1.0,231,0.1293380835914263,0.1539673060178757
1432,28.98969,29.13002,913.101,0.534625,0.7642,2,0.5,231,0.8066059954780292,0.7684392035007477
1433,17.0507,17.80496,1472.28,0.406102,0.7876,1,1.0,296,0.5488566072502242,0.5069925561547279
1434,26.16393,26.41373,1020.67,0.396938,0.8086,1,0.5,296,0.7675828202318322,0.7379725836217403
1435,20.00602,20.25626,1344.16,0.591504,0.7052,2,1.0,231,0.28702243528451843,0.305383287370205
1436,25.21067,25.46093,1061.57,0.41144,0.7752,0,0.0,231,1.9738026328407339,1.8801194131374355
1437,27.22108,27.58096,1025.83,0.41562,0.7978,2,1.0,296,0.3193262780225263,0.30988236516714096
1438,18.89976,19.6165,1032.14,0.512414,0.732,0,0.0,231,1.3046721343102632,1.452542938292027
1439,30.06721,30.32973,870.351,0.493916,0.7602,0,0.0,231,1.5466051612509795,1.6611163765192034
1440,16.61245,17.07801,1432.84,0.725586,0.6332,1,1.0,231,0.412202785939574,0.38222939521074295
1441,18.30978,18.56784,1183.5,0.654646,0.7296,0,0.0,296,0.9300115673258446,0.9299399517476559
1442,26.16393,26.41373,1020.67,0.396938,0.8086,1,1.0,231,0.7394797573553009,0.6485578417778015
1443,9.24025,10.06892,2316.11,0.474191,0.7466,1,0.5,231,1.1170838438120558,0.9622591882944109
1444,23.80375,24.29879,1224.12,0.499289,0.7452,2,0.5,296,0.3005382532753991,0.297024667263031
1445,18.88103,19.14047,1119.29,0.643516,0.6834,1,0.5,111,1.528750545372541,1.1866771578788757
1446,18.42074,18.86672,1552.51,0.568392,0.7346,2,1.0,111,0.41337787572795004,0.5490633249282837
1447,20.97116,21.53852,1153.83,0.524462,0.7378,1,1.0,231,0.5095888888866852,0.55402010679245
1448,25.47882,25.69906,979.011,0.534228,0.7618,2,0.5,296,0.41309286848078497,0.439637191593647
1449,26.05817,26.3841,1138.97,0.504711,0.7454,0,0.0,231,1.545574763420142,1.5061604380607603
1450,27.59758,28.05485,985.206,0.463061,0.7864,1,0.5,231,0.9309027835427242,0.923352062702179
1451,29.10641,29.26242,910.797,0.534441,0.7648,2,1.0,111,1.0366109674498252,1.1008787751197813
1452,29.53662,30.00226,1144.0,0.456346,0.7662,1,0.5,231,0.5617577161086753,0.7339373305439949
1453,4.96192,5.82992,1100.38,1.05784,0.4806,2,0.5,296,0.1068483797184284,0.05807663500308986
1454,25.23134,25.72078,1282.22,0.4703,0.7596,2,1.0,111,0.17919491954672867,0.1436404287815094
1455,18.38647,18.83115,1360.51,0.633766,0.6616,1,1.0,231,0.2809390125172221,0.35655108094215393
1456,32.60807,32.80324,919.047,0.320416,0.8262,1,1.0,111,1.0345777009525197,1.1154411435127258
1457,31.43041,31.70594,1050.61,0.500051,0.7456,2,0.5,296,0.3116368939028688,0.335297554731369
1458,9.65292,11.85478,1407.05,0.734271,0.6368,2,1.0,111,0.38367230807249164,0.4132296741008758
1459,31.74327,32.06594,908.832,0.375704,0.8182,2,0.5,111,1.4111624826260991,1.3678175210952763
1460,16.61245,17.07801,1432.84,0.725586,0.6332,1,0.5,296,0.4224847906985668,0.35461755469441414
1461,22.92139,23.38247,1005.75,0.611442,0.7384,1,1.0,231,0.723751668581069,0.69676174223423
1462,2.68214,4.04335,0.0,1.0597,0.4652,0,0.0,296,0.2101688298908085,0.2360890433192253
1463,30.06721,30.32973,870.351,0.493916,0.7602,2,1.0,296,0.4687459068715019,0.517537459731102
1464,13.88005,15.08539,1273.17,0.717263,0.6706,2,0.5,231,0.4954310547785379,0.4755574017763138
1465,7.77666,8.24295,1555.61,0.710445,0.6306,1,0.5,296,0.2392872875501422,0.25785797275602823
1466,25.22524,25.83796,1053.2,0.41827,0.7854,1,1.0,111,0.8144931212260201,1.0032730698585512
1467,15.11254,15.58448,1312.24,0.592438,0.692,1,0.5,296,0.3846603930436639,0.3918143659830093
1468,19.78,20.10637,1220.15,0.543702,0.7066,0,0.0,111,3.6261330329721764,3.397785186767578
1469,9.44647,10.32133,1322.47,0.801631,0.5896,1,1.0,296,0.1844920841335882,0.19672129303216931
1470,6.32317,6.88647,1265.39,0.836176,0.566,1,0.5,231,0.3134790384617999,0.34989354759454727
1471,7.55389,8.10745,1650.91,0.888982,0.5772,1,1.0,111,0.6167829799356133,0.48867261409759544
1472,10.95393,11.47035,1281.51,0.782235,0.5978,2,1.0,296,0.1190183715275338,0.12728338316082952
1473,31.49777,32.21428,938.383,0.381925,0.8206,2,1.0,231,0.4238307451406996,0.485476091504097
1474,21.54924,21.8136,1269.49,0.565759,0.6986,2,1.0,111,0.25325132506050957,0.2660333812236786
1475,17.47506,17.94054,1410.29,0.464398,0.7678,2,1.0,231,0.32536727385989583,0.3144668824970723
1476,12.83904,13.2107,1323.18,0.660811,0.655,1,0.5,231,0.6240624421522603,0.5738375782966614
1477,27.59758,28.05485,985.206,0.463061,0.7864,1,1.0,296,0.5034439868875438,0.5167215019464493
1478,4.04298,5.26001,1266.76,1.03682,0.5036,0,0.0,111,0.6275911997955119,1.1186279058456416
1479,18.51026,18.88525,1081.83,0.571047,0.704,1,0.5,296,0.4697370294496588,0.44709940254688263
1480,7.03851,8.84993,2532.16,0.487943,0.7398,2,0.5,231,0.4061324949867616,0.46729225665330887
1481,19.54583,19.70949,1083.93,0.54873,0.717,1,1.0,231,0.46369885136370836,0.5172539576888084
1482,14.14299,14.59462,1403.43,0.648408,0.6618,2,0.5,231,0.32521430407999147,0.3506002351641655
1483,15.821,22.92042,1253.51,0.176974,0.9102,2,0.5,231,1.4724407184413473,1.5200365781784053
1484,7.81346,11.39389,2313.92,0.310713,0.8404,1,1.0,111,1.3452902163511902,1.4682924151420598
1485,34.54894,34.69931,860.8,0.354099,0.8276,2,1.0,296,0.3969786187233085,0.39180439710617065
1486,24.14477,24.58257,966.264,0.576825,0.748,0,0.0,111,3.4796265001025732,3.477701961994171
1487,19.11156,19.7302,1121.03,0.585485,0.7264,1,0.5,231,0.9595548583426875,0.8261876553297043
1488,28.14934,28.45344,977.906,0.3959,0.8072,0,0.0,111,5.122243012872534,5.017305850982666
1489,20.22853,20.51606,1340.65,0.570294,0.708,1,0.5,111,1.4857585852020305,1.2707304954528806
1490,5.93934,7.94221,1311.09,0.921233,0.5638,2,0.5,296,0.0981186178076565,0.1274816629593261
1491,27.9177,28.17859,989.193,0.401406,0.7956,1,1.0,111,0.8850913315216099,1.010634064674377
1492,28.36373,28.88334,966.285,0.367616,0.7954,1,1.0,296,0.5238068599733313,0.49857277050614357
1493,18.62581,21.79419,1088.15,0.166713,0.9158,1,1.0,111,2.94578805001335,3.0281406641006474
1494,3.45916,6.2015,939.516,1.14038,0.506,0,0.0,296,0.3138329628549923,0.27007144689559937
1495,19.81167,20.37559,1183.82,0.468681,0.7622,1,0.5,231,0.7703433131157111,0.7764947265386581
1496,7.49153,8.26864,2786.03,0.573041,0.7474,0,0.0,296,1.3438544999791058,1.2298565655946732
1497,9.44647,10.32133,1322.47,0.801631,0.5896,1,0.5,296,0.266087476273707,0.2600245587527752
1498,12.83279,13.92801,1592.62,0.549285,0.7154,2,1.0,296,0.20987276565845872,0.2069959808140993
1499,25.03846,25.23873,1171.91,0.533736,0.7422,2,0.5,231,0.3215049183386701,0.369112927466631
1500,7.55389,8.10745,1650.91,0.888982,0.5772,0,0.0,231,0.8455581617510277,0.8046750873327255
1501,23.31975,23.5809,1117.37,0.434195,0.7708,2,1.0,111,0.5516965546101346,0.497918963432312
1502,9.25945,9.46302,1229.41,0.832544,0.5424,0,0.0,231,0.866591553687552,0.7397370934486389
1503,9.33318,10.45603,961.742,0.721321,0.6154,0,0.0,111,1.7526914017682282,2.1393809318542476
1504,26.72274,27.03934,938.129,0.43331,0.7788,1,0.5,111,1.433369622900461,1.6733034849166875
1505,19.81649,20.13351,1127.92,0.621325,0.7144,0,0.0,231,1.3604295903377037,1.2378368601202965
1506,31.43041,31.70594,1050.61,0.500051,0.7456,1,0.5,296,0.4870865577276786,0.5130187980830669
1507,16.9312,17.23409,1189.06,0.579918,0.7006,0,0.0,231,1.3016494372227578,1.3099809065461157
1508,20.41147,20.8581,1100.83,0.576409,0.6944,1,0.5,231,0.693301568791263,0.626795157790184
1509,11.80227,12.77232,1364.36,0.706854,0.6352,2,0.5,296,0.177602721302486,0.1569826938211918
1510,16.12563,16.80212,1340.71,0.664142,0.6472,0,0.0,111,2.5402245052887533,2.5937657356262207
1511,23.31975,23.5809,1117.37,0.434195,0.7708,1,1.0,296,0.41980339568774866,0.4471543245017528
1512,6.32317,6.88647,1265.39,0.836176,0.566,2,1.0,296,0.06304429519068609,0.10156550444662575
1513,4.04298,5.26001,1266.76,1.03682,0.5036,2,1.0,231,0.0642635226146723,0.08535640686750412
1514,9.26631,9.45899,1250.07,0.939067,0.5082,1,0.5,231,0.357959188289813,0.35154786705970764
1515,17.27548,17.77507,1183.8,0.635435,0.7048,2,1.0,111,0.4315498241494683,0.4784020483493805
1516,6.42832,7.50136,1612.82,0.748783,0.6086,2,1.0,111,0.0686380901592748,0.09487506747245794
1517,9.26631,9.45899,1250.07,0.939067,0.5082,2,1.0,231,0.1109276116132073,0.11800363287329674
1518,7.13435,7.66374,1542.51,0.879131,0.5546,1,0.5,231,0.3491668792214715,0.41848789155483246
1519,6.42832,7.50136,1612.82,0.748783,0.6086,2,1.0,231,0.112277646285759,0.14766069501638412
1520,3.45916,6.2015,939.516,1.14038,0.506,0,0.0,111,0.8602049188747521,0.9073202610015869
1521,18.62581,21.79419,1088.15,0.166713,0.9158,1,1.0,296,1.0571514250331813,1.0609322339296343
1522,26.59765,26.75687,1062.01,0.38141,0.8082,1,1.0,231,0.5388416931791333,0.5920989140868187
1523,19.11156,19.7302,1121.03,0.585485,0.7264,0,0.0,111,3.5268072219541464,3.4297317266464242
1524,11.73659,12.21412,1394.02,0.615116,0.684,0,0.0,296,0.8639649406378221,0.8625491186976433
1525,18.63318,19.15145,1102.73,0.639688,0.7,2,1.0,231,0.29714695272187164,0.3801123052835464
1526,18.07174,18.45842,1176.11,0.553442,0.7156,1,1.0,111,1.0351935386860163,0.9023780822753902
1527,25.22524,25.83796,1053.2,0.41827,0.7854,1,1.0,231,0.5340790650611565,0.6074882075190544
1528,14.95702,16.31818,1235.42,0.612782,0.699,0,0.0,111,3.1146666066903776,3.1799810528755184
1529,27.49842,27.72885,953.505,0.509548,0.7832,2,0.5,231,0.7485920644402894,0.7077882066369057
1530,5.2812,5.56843,569.81,0.888677,0.5284,0,0.0,231,0.6589315712658277,0.45737163722515106
1531,32.00589,32.19264,923.621,0.350349,0.8084,1,1.0,296,0.4450497420186429,0.4769272841513157
1532,17.69479,18.04129,1216.79,0.541368,0.717,1,1.0,296,0.3290375144329848,0.3433979339897633
1533,8.90453,9.35808,1320.71,0.819057,0.5912,2,0.5,111,0.22394667218908215,0.25225189328193665
1534,10.41847,11.03913,1527.0,0.748765,0.6326,0,0.0,296,0.6539297164709397,0.7344245556741953
1535,27.92619,28.32721,1229.18,0.49464,0.7694,0,0.0,296,1.0971357789108844,1.1388074979186056
1536,12.95779,13.26533,1210.51,0.76704,0.639,1,1.0,296,0.28785597994508383,0.33726912736892695
1537,27.52497,27.834,950.524,0.416504,0.8022,0,0.0,111,4.795551546457892,4.859636187553406
1538,21.19627,21.63801,1067.72,0.649875,0.6628,1,1.0,231,0.457048942703813,0.4644508585333824
1539,22.72211,23.06077,1138.67,0.471181,0.7788,0,0.0,231,1.6767098484604928,1.7085334956645963
1540,23.79996,24.06552,1059.65,0.521619,0.7636,1,1.0,296,0.5152473579904052,0.4850628152489662
1541,14.35044,14.61678,1196.22,0.818509,0.6456,0,0.0,231,0.9059096739127503,0.8795538209378719
1542,19.54583,19.70949,1083.93,0.54873,0.717,0,0.0,111,3.4693057226569173,3.28742241859436
1543,26.16393,26.41373,1020.67,0.396938,0.8086,1,0.5,231,1.0228407451849328,0.9875198751688001
1544,30.09488,30.41767,1069.89,0.519823,0.7428,0,0.0,111,3.5002689013151924,3.5350255370140076
1545,18.73235,19.19355,1335.52,0.571852,0.717,0,0.0,111,3.2582615686986696,3.2624568939208993
1546,16.99861,17.33898,1143.76,0.711626,0.6744,0,0.0,231,1.0408448061053073,1.0201056301593778
1547,6.95382,8.01662,1097.24,0.841435,0.5746,1,1.0,231,0.21626210962171694,0.2306833267211914
1548,16.41854,16.79371,1267.58,0.539296,0.7352,1,0.5,111,1.429946721843431,1.4704642295837402
1549,11.76505,12.36771,1277.68,0.742764,0.6492,2,0.5,231,0.6690026672797881,0.5773010551929474
1550,19.35941,19.67816,1166.2,0.49422,0.736,2,1.0,296,0.2077461355091298,0.20875077322125438
1551,27.22108,27.58096,1025.83,0.41562,0.7978,2,0.5,111,1.2103761295922202,1.148551523685455
1552,14.6828,15.11833,1323.99,0.667973,0.6862,2,1.0,296,0.175269357010879,0.17019168660044676
1553,20.22853,20.51606,1340.65,0.570294,0.708,0,0.0,296,0.9127998448376345,0.9495488367974756
1554,9.49622,10.16022,1362.6,0.776504,0.5998,1,1.0,231,0.2429529060793676,0.2716657370328903
1555,11.21613,11.58627,1408.38,0.740952,0.6642,2,1.0,111,0.2923080533051266,0.39550068974494934
1556,12.48125,12.94086,1198.01,0.727503,0.6322,1,1.0,231,0.45276146328581846,0.4032377824187279
1557,27.91513,28.07793,996.221,0.404815,0.7868,2,1.0,231,0.4721914712969097,0.44175878912210464
1558,14.20348,16.1985,1362.96,0.19318,0.8914,2,1.0,296,0.6223679990369554,0.5963733270764351
1559,7.13435,7.66374,1542.51,0.879131,0.5546,1,1.0,231,0.279428747380022,0.29106417298316956
1560,28.43869,29.05122,975.006,0.376184,0.8074,1,1.0,296,0.397291199861539,0.40962599590420723
1561,8.01596,8.77659,1314.91,0.831244,0.582,2,0.5,111,0.3121598965626317,0.2570540606975555
1562,44.58568,44.82728,751.634,0.250067,0.873,2,1.0,296,0.3574626734495653,0.3646206930279732
1563,25.03846,25.23873,1171.91,0.533736,0.7422,2,1.0,231,0.19437044479948173,0.17657193914055827
1564,18.07174,18.45842,1176.11,0.553442,0.7156,1,1.0,231,0.525596880563302,0.5545761361718178
1565,18.74076,19.17221,1242.07,0.544121,0.7396,0,0.0,111,3.7421879923639816,3.5372385382652283
1566,11.0019,11.69991,882.118,0.884416,0.5356,2,1.0,231,0.1367014916088514,0.1361982617527247
1567,7.79301,8.62342,2000.94,0.585175,0.686,1,1.0,231,0.3404912634774572,0.34836445748806
1568,13.14222,13.52573,1287.14,0.661192,0.6736,1,1.0,296,0.244000665289831,0.2450632899999619
1569,27.80888,28.18522,976.47,0.430945,0.791,1,1.0,111,0.741130890883631,0.9799069166183476
1570,31.84749,32.36866,906.875,0.360794,0.8324,1,0.5,231,1.0428640253383394,1.089063256978989
1571,24.14477,24.58257,966.264,0.576825,0.748,2,1.0,111,0.8496607977926276,0.894363671541214
1572,8.83606,11.48909,2126.12,0.322836,0.8448,0,0.0,111,7.5464838001279855,7.599957227706909
1573,15.36517,15.68723,1303.59,0.631722,0.6744,2,0.5,296,0.222574382273907,0.23837285675108433
1574,25.074,25.37192,1006.81,0.462755,0.7812,2,1.0,296,0.282435850444961,0.31215091049671173
1575,19.85391,20.33709,1131.73,0.565472,0.7148,1,1.0,111,0.4358703239105126,0.6087369322776799
1576,18.74076,19.17221,1242.07,0.544121,0.7396,2,1.0,111,0.2509779669867612,0.34341600537300115
1577,24.52893,25.04149,1018.66,0.467003,0.778,1,0.5,296,0.5474923779569096,0.5813713856041431
1578,10.37141,11.17048,1351.43,0.74875,0.6128,0,0.0,111,2.3868710996237903,2.3249031901359563
1579,27.52497,27.834,950.524,0.416504,0.8022,1,0.5,296,0.732605579988468,0.7495874799787998
1580,25.074,25.37192,1006.81,0.462755,0.7812,1,1.0,296,0.4593810418984443,0.4865126498043537
1581,33.34342,33.50589,863.479,0.338466,0.811,1,0.5,111,2.0763577788492076,1.90638279914856
1582,47.10105,47.6541,791.498,0.108753,0.9538,1,0.5,231,3.0877557775074593,3.068503782153129
1583,18.92248,19.49115,1110.03,0.519441,0.7334,2,1.0,296,0.262578230482133,0.2654705364257097
1584,18.87165,20.37546,1418.0,0.229766,0.878,0,0.0,231,3.923654454168898,3.7419704347848897
1585,24.16371,24.48794,1019.98,0.485873,0.7796,2,0.5,231,0.5655232035814922,0.5782696604728699
1586,24.5813,24.80113,1002.34,0.614594,0.685,0,0.0,296,0.7268809018136292,0.7536881696432829
1587,5.02992,6.10684,1271.22,0.878368,0.5472,0,0.0,231,0.6378952220875221,0.6627565771341324
1588,15.89072,16.27449,2160.55,0.410623,0.7922,0,0.0,111,5.45378567223578,5.480531096458435
1589,26.59966,26.90278,1008.01,0.462854,0.7896,1,0.5,111,2.2289639868709794,2.0081587433815002
1590,13.83528,16.47075,1903.39,0.311547,0.8334,1,1.0,231,0.870633099437097,0.8830077275633812
1591,27.14497,27.51614,985.729,0.4341,0.7788,1,1.0,111,1.3275902444996022,1.0809580683708193
1592,8.4371,9.24352,1588.09,0.675273,0.6518,2,0.5,296,0.2489067123285629,0.24918859079480166
1593,10.53462,10.83695,1298.79,0.844996,0.6024,0,0.0,296,0.5921367504419704,0.6032297257333994
1594,3.92773,4.50341,373.567,1.05224,0.448,2,0.5,296,0.045220671778824606,0.012825515121221539
1595,18.87165,20.37546,1418.0,0.229766,0.878,1,0.5,231,1.7433429251493417,1.7943941876292226
1596,14.70447,14.92513,1501.74,0.579233,0.7088,1,1.0,231,0.41950381836694584,0.4436849355697632
1597,22.99116,23.28895,1032.48,0.569353,0.7088,1,0.5,231,0.5807597672543614,0.5861001536250114
1598,6.50561,6.95697,1575.12,1.004,0.5774,1,0.5,231,0.4500242914527175,0.4566815420985222
1599,18.07174,18.45842,1176.11,0.553442,0.7156,2,1.0,296,0.2673448583127928,0.24978982657194138
1600,23.45936,23.8164,1074.08,0.422491,0.7872,1,0.5,111,1.4600115321261038,1.6365407705307007
1601,19.51535,19.94726,1115.83,0.598194,0.7116,1,0.5,111,3.2202139989687097,1.7640827894210815
1602,15.15307,15.6606,1345.29,0.523442,0.7466,2,0.5,111,1.3260984979731292,1.133506178855896
1603,19.01517,19.36683,1099.71,0.57372,0.7034,2,0.5,231,0.512993248789716,0.49773136526346207
1604,13.87891,14.29827,1202.09,0.839477,0.6314,1,1.0,111,0.8832071941868148,0.8156905770301823
1605,14.77734,15.54098,1218.88,0.513495,0.719,2,0.5,296,0.3977876681142759,0.34473113343119616
1606,29.10641,29.26242,910.797,0.534441,0.7648,0,0.0,231,1.4905087592083879,1.5623385533690455
1607,29.10641,29.26242,910.797,0.534441,0.7648,0,0.0,296,1.0860556233304564,1.082494910806417
1608,33.55346,33.89639,904.93,0.240895,0.8596,2,0.5,111,1.8551726288312305,1.9551023840904231
1609,9.71447,11.54845,1487.08,0.669197,0.6466,1,1.0,111,0.5494038441254991,0.5361835360527039
1610,25.76446,26.16246,960.045,0.458062,0.7796,2,1.0,111,0.6008018766286622,0.7060534656047821
1611,22.96511,23.22902,1038.38,0.572732,0.714,0,0.0,111,2.8308704014720933,3.008303910493851
1612,15.36517,15.68723,1303.59,0.631722,0.6744,2,0.5,231,0.3144192815015187,0.34349117428064346
1613,19.48416,19.72142,1164.54,0.529438,0.7294,0,0.0,296,1.0281501046216788,1.029220089316368
