,PLD,LCD,ASA,Density,VF,site,ratio,T,Y,Y_pred
1317,14.44539,14.68024,1416.22,0.544172,0.7084,1,0.5,296,6.709411228294644,7.072312355041504
1318,19.20747,19.47383,1209.1,0.49874,0.763,1,1.0,111,16.34191735918749,16.08724975585937
1319,11.80227,12.77232,1364.36,0.706854,0.6352,1,1.0,296,6.947589096955358,6.978585481643677
1320,18.45697,18.67652,1170.53,0.553146,0.7112,2,0.5,111,18.20335877692858,17.156527519226067
1321,15.1767,15.53536,1510.42,0.638391,0.6678,0,0.0,296,4.761242876964287,4.565443009138107
1322,32.11243,32.45322,887.837,0.34838,0.8298,1,1.0,111,17.88874009508929,18.95145988464356
1323,17.12058,17.66792,1320.43,0.656863,0.6848,1,1.0,296,6.874390840848215,6.865486979484558
1324,17.6374,17.92327,1235.28,0.53257,0.7152,1,1.0,296,9.180280406419643,8.972248911857601
1325,17.5668,18.06284,1326.79,0.425624,0.7776,2,0.5,231,10.33877324305357,10.481868147850031
1326,31.89966,32.18576,956.833,0.370163,0.8092,2,0.5,111,18.191497101214285,18.050008773803714
1327,31.66569,32.08143,1119.86,0.486739,0.7692,2,1.0,296,7.5350900528928575,7.616134524345398
1328,3.92773,4.50341,373.567,1.05224,0.448,2,0.5,111,2.3508490043303576,2.0939512252807626
1329,11.81127,12.20025,1380.95,0.806233,0.6182,0,0.0,111,18.78787213928572,18.261990070343014
1330,18.85461,19.54346,1267.62,0.429701,0.7844,0,0.0,296,5.977723887678571,5.828542977571487
1331,18.62581,21.79419,1088.15,0.166713,0.9158,0,0.0,231,9.353770955535714,9.271218478679657
1332,22.32117,23.00191,1133.19,0.494127,0.7524,2,1.0,111,14.94031585341072,14.73009777069092
1333,22.32117,23.00191,1133.19,0.494127,0.7524,2,1.0,231,9.633275357089282,10.246142148971558
1334,27.02253,27.23706,1098.13,0.316076,0.8382,2,1.0,296,8.996978014339286,8.68400126695633
1335,7.33278,9.33373,1776.51,0.601192,0.6848,1,0.5,111,16.3095308441875,16.479361534118652
1336,10.14918,10.78469,1296.81,0.813581,0.5754,1,0.5,111,12.899776073455348,13.088904380798342
1337,18.42074,18.86672,1552.51,0.568392,0.7346,0,0.0,296,6.347141780000001,6.316834807395935
1338,29.50842,29.82144,959.622,0.370317,0.8182,1,0.5,111,19.184649389276785,18.68872022628784
1339,8.10351,9.98288,2395.41,0.367537,0.8304,0,0.0,296,7.057433912946429,7.056972980499268
1340,26.33635,27.10766,1082.75,0.440527,0.7832,1,1.0,296,6.888317233187501,6.7856943011283875
1341,7.33278,9.33373,1776.51,0.601192,0.6848,2,0.5,296,8.405317354812501,8.160583734512329
1342,9.85091,10.3434,1188.13,0.970835,0.5568,1,1.0,296,5.16370611913393,5.471100449562073
1343,14.44649,14.84694,1232.24,0.703127,0.6578,2,0.5,111,16.95169805405357,16.13364315032959
1344,32.60807,32.80324,919.047,0.320416,0.8262,1,0.5,296,7.010986734517857,7.165225774049759
1345,10.02197,11.66813,2118.37,0.294407,0.855,0,0.0,296,7.246267035000001,6.895037353038788
1346,11.89131,12.25037,1359.59,0.836948,0.6352,0,0.0,111,19.24724886696429,18.73997354507446
1347,23.39501,23.77963,1078.02,0.42397,0.7896,2,1.0,231,11.094447942089289,11.158874511718748
1348,13.89447,14.16961,1360.37,0.659957,0.659,1,1.0,296,7.774312545339285,8.036539196968079
1349,37.53631,37.71892,771.974,0.379974,0.8236,1,0.5,111,20.054731138901786,20.053214550018307
1350,12.83279,13.92801,1592.62,0.549285,0.7154,0,0.0,111,20.52021254464286,20.938189506530758
1351,24.81088,25.2114,1053.76,0.453,0.7748,1,1.0,231,9.735906659035713,10.108722448348997
1352,17.9532,18.25392,1186.84,0.531445,0.728,1,1.0,296,7.545311037285713,7.805030107498169
1353,35.85063,36.23385,1001.52,0.488852,0.7544,2,1.0,231,8.917954386500005,9.31782364845276
1354,16.67048,17.3372,1231.11,0.543966,0.732,1,0.5,111,19.72013851034821,18.99946308135986
1355,15.76019,16.19017,1343.45,0.486203,0.7554,2,0.5,231,11.241440567758925,10.175889849662783
1356,22.14611,22.87778,1075.83,0.587633,0.72,2,0.5,111,20.113925316125,19.50227785110474
1357,9.26631,9.45899,1250.07,0.939067,0.5082,0,0.0,296,5.208547214821429,5.371663689613342
1358,9.32459,10.09049,1536.23,0.76916,0.603,2,0.5,111,7.742109952669647,9.1994571685791
1359,32.33396,32.66085,813.849,0.470374,0.7724,1,0.5,296,6.397534027785715,6.481657177209855
1360,13.08464,13.44419,1286.3,0.741116,0.6496,2,0.5,111,11.82606014907143,10.323729515075689
1361,22.72211,23.06077,1138.67,0.471181,0.7788,2,0.5,296,7.345623719642857,7.316132366657257
1362,9.32459,10.09049,1536.23,0.76916,0.603,2,1.0,231,7.606224026312499,8.290570259094238
1363,29.99025,30.2392,948.334,0.406583,0.8028,1,0.5,231,9.152776355383926,9.062893629074098
1364,24.81088,25.2114,1053.76,0.453,0.7748,2,1.0,296,8.254560078330357,8.580186784267426
1365,16.95169,17.45576,1202.97,0.624446,0.703,2,1.0,296,8.001206313017857,7.924877882003784
1366,23.09195,23.32085,1073.87,0.572608,0.7408,2,1.0,296,8.18824808249107,7.60726523399353
1367,23.17957,23.42106,1096.61,0.451638,0.7674,2,0.5,296,7.889575442741071,7.652207911014557
1368,6.85059,8.77775,1657.04,0.727662,0.6144,1,1.0,231,10.15432664391072,10.215699434280397
1369,23.90051,24.08857,986.238,0.569687,0.7554,1,1.0,296,7.112006146901786,7.2016721367836
1370,32.78879,32.93058,874.708,0.344509,0.8282,2,0.5,296,7.021993609071428,7.224833965301514
1371,27.91513,28.07793,996.221,0.404815,0.7868,2,0.5,231,9.820291467125001,9.866090238094326
1372,19.53162,20.0968,1457.45,0.379951,0.8,1,1.0,231,9.990694640910712,10.22573089599609
1373,26.65274,27.10282,997.663,0.436575,0.7954,0,0.0,231,8.129986406964285,7.941656708717346
1374,19.78,20.10637,1220.15,0.543702,0.7066,2,1.0,111,10.70886584791964,11.076969146728523
1375,19.99848,20.81425,1252.67,0.581995,0.7214,0,0.0,111,21.217877277678575,20.446685791015625
1376,16.95169,17.45576,1202.97,0.624446,0.703,1,1.0,296,7.382435980446429,7.507413744926453
1377,6.59214,8.16711,1300.85,0.847623,0.5538,1,1.0,231,8.298383240116074,9.046835899353026
1378,2.40674,2.8857,0.0,1.28554,0.338,0,0.0,111,0.0473044986607142,3.864247560501099
1379,32.41145,33.06267,880.118,0.343161,0.8274,2,0.5,111,18.020633729491067,18.21060085296631
1380,32.5236,32.95889,1066.59,0.467079,0.7424,1,0.5,296,6.949373729348214,7.085813105106354
1381,24.12228,24.35034,1219.08,0.573437,0.7,2,0.5,111,13.95086172317857,14.452615737915032
1382,23.73754,24.01167,1026.53,0.489624,0.757,1,0.5,296,6.267764370687501,6.357943534851074
1383,2.44292,3.5094,0.0,1.61074,0.3508,0,0.0,296,2.3680937365178574,1.0521463304758072
1384,22.01268,23.22818,1110.66,0.498963,0.748,0,0.0,231,7.387322882857143,7.3906989097595215
1385,27.06543,27.27431,1029.65,0.455449,0.7902,1,1.0,111,17.15144747274107,17.743215560913086
1386,8.4371,9.24352,1588.09,0.675273,0.6518,0,0.0,231,9.589028525625002,9.48725438117981
1387,14.95702,16.31818,1235.42,0.612782,0.699,2,0.5,231,9.755783549267859,10.118107438087463
1388,23.81537,24.2473,1252.68,0.54985,0.7276,1,1.0,231,10.853167802312502,9.762611150741574
1389,13.89447,14.16961,1360.37,0.659957,0.659,1,1.0,111,13.029055529875,12.11491775512695
1390,25.20703,25.76358,1023.64,0.428492,0.7918,1,0.5,111,18.236175026526787,18.8974084854126
1391,17.69479,18.04129,1216.79,0.541368,0.717,1,0.5,111,17.745948788937497,17.498933792114254
1392,28.98969,29.13002,913.101,0.534625,0.7642,2,1.0,231,10.110264240339287,9.992939710617067
1393,24.12228,24.35034,1219.08,0.573437,0.7,1,1.0,231,10.634576319276785,10.460524559020994
1394,21.34195,21.57123,1143.17,0.49203,0.7596,2,0.5,296,6.188378977339286,6.8221430480480185
1395,19.50737,19.91002,1196.27,0.501763,0.7518,1,1.0,296,8.89479302010714,8.695964097976685
1396,18.85461,19.54346,1267.62,0.429701,0.7844,1,0.5,111,20.79844970882143,20.46353626251221
1397,25.6244,28.35191,1031.61,0.151002,0.9178,1,1.0,296,7.7969909736071425,7.834950774908066
1398,6.50561,6.95697,1575.12,1.004,0.5774,1,0.5,111,11.747579966982142,11.71688270568848
1399,16.41854,16.79371,1267.58,0.539296,0.7352,1,1.0,231,9.418200578982141,10.152520656585692
1400,31.74327,32.06594,908.832,0.375704,0.8182,1,1.0,111,18.723611081991073,18.693360328674316
1401,30.06721,30.32973,870.351,0.493916,0.7602,1,0.5,231,8.141587729508927,8.327690988779068
1402,13.98775,14.67184,1179.22,0.695968,0.643,0,0.0,231,6.700556297857143,6.867122054100037
1403,26.12175,26.54706,1232.78,0.478511,0.7678,2,1.0,296,7.615083473803572,7.6323100328445435
1404,33.55346,33.89639,904.93,0.240895,0.8596,1,1.0,111,19.066305963562513,19.242002964019772
1405,31.80697,32.29337,884.274,0.386535,0.8076,2,0.5,231,9.931286489455356,9.553430378437048
1406,18.42074,18.86672,1552.51,0.568392,0.7346,1,0.5,111,18.02714847275,17.8484115600586
1407,28.36231,31.01001,1043.32,0.139365,0.9248,2,1.0,111,21.63541408349107,21.575203895568855
1408,11.46774,12.82588,1388.08,0.660057,0.6654,2,1.0,296,5.807201051276786,6.888839781284332
1409,14.70511,15.41679,1283.08,0.552143,0.7238,2,0.5,231,8.797066288562498,9.20566284656525
1410,6.20157,7.23596,1529.42,0.821216,0.5818,0,0.0,231,8.341253999375,8.318830847740173
1411,26.53373,27.09641,970.876,0.388654,0.7842,1,0.5,231,8.798383441776783,8.951387703418732
1412,11.92591,12.21678,1283.91,0.739034,0.6346,1,1.0,111,16.18668317692857,15.133939743041989
1413,19.50737,19.91002,1196.27,0.501763,0.7518,2,0.5,111,15.570068454366071,15.78066444396973
1414,16.12563,16.80212,1340.71,0.664142,0.6472,1,0.5,231,9.364333255062505,9.00558233261109
1415,26.65274,27.10282,997.663,0.436575,0.7954,2,0.5,231,9.184864860571427,9.451639533042911
1416,26.00407,26.20175,984.323,0.435971,0.7758,0,0.0,231,8.270849664464285,8.245087265968323
1417,20.80033,21.28633,1099.79,0.612741,0.7292,0,0.0,231,8.93408829982143,8.321968853473663
1418,28.98969,29.13002,913.101,0.534625,0.7642,1,0.5,231,8.826890290401789,9.137151420116425
1419,7.21521,9.2454,2337.02,0.568549,0.7436,2,1.0,111,11.049672790991078,12.27874946594238
1420,25.76446,26.16246,960.045,0.458062,0.7796,0,0.0,231,8.374711871875,8.405648350715637
1421,17.6374,17.92327,1235.28,0.53257,0.7152,2,0.5,111,13.683544077205362,14.587488174438482
1422,23.90051,24.08857,986.238,0.569687,0.7554,1,0.5,296,6.397180268330357,6.364982187747955
1423,20.75151,21.06284,1145.62,0.51383,0.7428,1,1.0,231,8.969799407116067,9.491776227951055
1424,26.65274,27.10282,997.663,0.436575,0.7954,1,1.0,231,9.287087157991072,9.599662303924557
1425,23.794,24.0517,1064.95,0.423158,0.7884,1,0.5,231,9.991062652999997,9.87492752075195
1426,19.51535,19.94726,1115.83,0.598194,0.7116,0,0.0,296,5.465426651517857,5.164747953414917
1427,17.13909,17.55621,1277.2,0.566808,0.7238,1,1.0,296,7.580825044526785,7.709146857261658
1428,32.11596,32.47108,890.204,0.342964,0.8296,0,0.0,111,20.80540760892858,20.583572387695312
1429,13.7956,16.61482,1948.16,0.333212,0.8344,2,0.5,231,12.321416271035716,11.991165041923525
1430,14.00828,15.58128,1496.81,0.575762,0.728,0,0.0,111,19.554275372321435,19.71450519561768
1431,9.24781,9.80223,1393.32,0.72702,0.6284,2,1.0,231,9.439519555607141,9.553162097930908
1432,28.98969,29.13002,913.101,0.534625,0.7642,2,0.5,231,8.9961292004375,9.095891118049622
1433,17.0507,17.80496,1472.28,0.406102,0.7876,1,1.0,296,6.9880851904375,6.957035958766937
1434,26.16393,26.41373,1020.67,0.396938,0.8086,1,0.5,296,6.598093584848214,6.707537889480591
1435,20.00602,20.25626,1344.16,0.591504,0.7052,2,1.0,231,8.008313420875002,8.551248311996456
1436,25.21067,25.46093,1061.57,0.41144,0.7752,0,0.0,231,8.247195642053573,8.186369061470032
1437,27.22108,27.58096,1025.83,0.41562,0.7978,2,1.0,296,8.260638347803573,8.269440412521362
1438,18.89976,19.6165,1032.14,0.512414,0.732,0,0.0,231,6.736572696696429,6.630376040935516
1439,30.06721,30.32973,870.351,0.493916,0.7602,0,0.0,231,7.7197550304464295,7.236878395080567
1440,16.61245,17.07801,1432.84,0.725586,0.6332,1,1.0,231,7.139735802624999,8.008590936660767
1441,18.30978,18.56784,1183.5,0.654646,0.7296,0,0.0,296,6.1082212248214285,5.929324388504028
1442,26.16393,26.41373,1020.67,0.396938,0.8086,1,1.0,231,9.780342001437495,10.02069962024689
1443,9.24025,10.06892,2316.11,0.474191,0.7466,1,0.5,231,10.090539902544643,9.856825590133669
1444,23.80375,24.29879,1224.12,0.499289,0.7452,2,0.5,296,7.308447862598214,7.202209174633026
1445,18.88103,19.14047,1119.29,0.643516,0.6834,1,0.5,111,17.398204988571436,17.067944526672367
1446,18.42074,18.86672,1552.51,0.568392,0.7346,2,1.0,111,14.696613711857148,14.87649059295655
1447,20.97116,21.53852,1153.83,0.524462,0.7378,1,1.0,231,8.696545230580353,8.994024515151974
1448,25.47882,25.69906,979.011,0.534228,0.7618,2,0.5,296,7.369775666794643,7.184919655323029
1449,26.05817,26.3841,1138.97,0.504711,0.7454,0,0.0,231,7.883362617678571,7.899631083011627
1450,27.59758,28.05485,985.206,0.463061,0.7864,1,0.5,231,9.253717393687504,9.278481602668757
1451,29.10641,29.26242,910.797,0.534441,0.7648,2,1.0,111,17.711875003830357,17.600707530975342
1452,29.53662,30.00226,1144.0,0.456346,0.7662,1,0.5,231,9.359908708294643,9.45626699924469
1453,4.96192,5.82992,1100.38,1.05784,0.4806,2,0.5,296,5.089019139008929,4.470404863357544
1454,25.23134,25.72078,1282.22,0.4703,0.7596,2,1.0,111,9.27867565564286,11.309779167175291
1455,18.38647,18.83115,1360.51,0.633766,0.6616,1,1.0,231,7.625100414660716,8.120960474014279
1456,32.60807,32.80324,919.047,0.320416,0.8262,1,1.0,111,16.25015127159821,17.24437046051026
1457,31.43041,31.70594,1050.61,0.500051,0.7456,2,0.5,296,7.178885822205356,7.177224278450012
1458,9.65292,11.85478,1407.05,0.734271,0.6368,2,1.0,111,11.68307379366072,11.246660232543949
1459,31.74327,32.06594,908.832,0.375704,0.8182,2,0.5,111,18.836894527294643,18.755113601684567
1460,16.61245,17.07801,1432.84,0.725586,0.6332,1,0.5,296,5.182725991125,4.922286540269852
1461,22.92139,23.38247,1005.75,0.611442,0.7384,1,1.0,231,9.97138362567857,9.57590579986572
1462,2.68214,4.04335,0.0,1.0597,0.4652,0,0.0,296,2.216279026428571,2.6613493710756297
1463,30.06721,30.32973,870.351,0.493916,0.7602,2,1.0,296,6.3753105080535715,6.64313879609108
1464,13.88005,15.08539,1273.17,0.717263,0.6706,2,0.5,231,10.221123775392858,10.357574939727778
1465,7.77666,8.24295,1555.61,0.710445,0.6306,1,0.5,296,5.534267291080358,5.864573299884796
1466,25.22524,25.83796,1053.2,0.41827,0.7854,1,1.0,111,16.85426182813393,16.85058975219726
1467,15.11254,15.58448,1312.24,0.592438,0.692,1,0.5,296,8.190665459714287,7.868609547615051
1468,19.78,20.10637,1220.15,0.543702,0.7066,0,0.0,111,20.591815204464286,20.109313964843754
1469,9.44647,10.32133,1322.47,0.801631,0.5896,1,1.0,296,4.588464922616072,4.736499652266502
1470,6.32317,6.88647,1265.39,0.836176,0.566,1,0.5,231,6.990471040205357,7.128726601600647
1471,7.55389,8.10745,1650.91,0.888982,0.5772,1,1.0,111,12.60131597097322,13.05086994171143
1472,10.95393,11.47035,1281.51,0.782235,0.5978,2,1.0,296,7.456091581285715,7.966167569160461
1473,31.49777,32.21428,938.383,0.381925,0.8206,2,1.0,231,9.668461517437501,10.313942670822144
1474,21.54924,21.8136,1269.49,0.565759,0.6986,2,1.0,111,10.867493147133942,10.437966346740719
1475,17.47506,17.94054,1410.29,0.464398,0.7678,2,1.0,231,10.768632854026789,10.658401012420653
1476,12.83904,13.2107,1323.18,0.660811,0.655,1,0.5,231,10.840020612223212,10.51132655143738
1477,27.59758,28.05485,985.206,0.463061,0.7864,1,1.0,296,7.627977804107144,7.632241189479828
1478,4.04298,5.26001,1266.76,1.03682,0.5036,0,0.0,111,6.69356214285715,7.7296028137207
1479,18.51026,18.88525,1081.83,0.571047,0.704,1,0.5,296,6.996575544955358,7.354985594749451
1480,7.03851,8.84993,2532.16,0.487943,0.7398,2,0.5,231,10.66278848207143,10.12136650085449
1481,19.54583,19.70949,1083.93,0.54873,0.717,1,1.0,231,10.754654676241076,10.810762405395508
1482,14.14299,14.59462,1403.43,0.648408,0.6618,2,0.5,231,10.663264254250006,10.360549688339233
1483,15.821,22.92042,1253.51,0.176974,0.9102,2,0.5,231,10.557696647000004,10.802054584026333
1484,7.81346,11.39389,2313.92,0.310713,0.8404,1,1.0,111,24.127303821473223,23.427480697631832
1485,34.54894,34.69931,860.8,0.354099,0.8276,2,1.0,296,7.595161952026786,7.942723393440247
1486,24.14477,24.58257,966.264,0.576825,0.748,0,0.0,111,20.879304015178572,20.73045778274536
1487,19.11156,19.7302,1121.03,0.585485,0.7264,1,0.5,231,10.111297037267862,9.861054897308351
1488,28.14934,28.45344,977.906,0.3959,0.8072,0,0.0,111,21.547766725892853,20.94545364379883
1489,20.22853,20.51606,1340.65,0.570294,0.708,1,0.5,111,16.708411958098214,16.665184974670407
1490,5.93934,7.94221,1311.09,0.921233,0.5638,2,0.5,296,4.012603824928572,4.216631785035133
1491,27.9177,28.17859,989.193,0.401406,0.7956,1,1.0,111,17.30494566150893,17.71341705322265
1492,28.36373,28.88334,966.285,0.367616,0.7954,1,1.0,296,7.1479521035,7.224976003170013
1493,18.62581,21.79419,1088.15,0.166713,0.9158,1,1.0,111,23.45809703469643,23.353650093078617
1494,3.45916,6.2015,939.516,1.14038,0.506,0,0.0,296,3.56588376669643,3.718335211277008
1495,19.81167,20.37559,1183.82,0.468681,0.7622,1,0.5,231,10.54788663625,10.268661141395564
1496,7.49153,8.26864,2786.03,0.573041,0.7474,0,0.0,296,7.763955198660716,7.844835996627808
1497,9.44647,10.32133,1322.47,0.801631,0.5896,1,0.5,296,4.374079552401786,4.095877230167389
1498,12.83279,13.92801,1592.62,0.549285,0.7154,2,1.0,296,7.069202053419644,6.981171131134033
1499,25.03846,25.23873,1171.91,0.533736,0.7422,2,0.5,231,9.430737094410713,9.20317077636719
1500,7.55389,8.10745,1650.91,0.888982,0.5772,0,0.0,231,7.536934949821429,7.333735346794128
1501,23.31975,23.5809,1117.37,0.434195,0.7708,2,1.0,111,14.709788173955358,14.587081909179684
1502,9.25945,9.46302,1229.41,0.832544,0.5424,0,0.0,231,7.236085594732144,7.127646267414093
1503,9.33318,10.45603,961.742,0.721321,0.6154,0,0.0,111,13.023651925000003,13.69548225402832
1504,26.72274,27.03934,938.129,0.43331,0.7788,1,0.5,111,18.629884067428574,18.079604148864743
1505,19.81649,20.13351,1127.92,0.621325,0.7144,0,0.0,231,8.52405991330357,8.116912186145782
1506,31.43041,31.70594,1050.61,0.500051,0.7456,1,0.5,296,6.836908579464286,6.730484843254089
1507,16.9312,17.23409,1189.06,0.579918,0.7006,0,0.0,231,7.606800815357143,7.902044773101807
1508,20.41147,20.8581,1100.83,0.576409,0.6944,1,0.5,231,8.420527507892858,8.209760665893555
1509,11.80227,12.77232,1364.36,0.706854,0.6352,2,0.5,296,7.907298954839286,7.227058291435242
1510,16.12563,16.80212,1340.71,0.664142,0.6472,0,0.0,111,17.512442678571425,17.334217548370358
1511,23.31975,23.5809,1117.37,0.434195,0.7708,1,1.0,296,6.463022666625,6.866354942321777
1512,6.32317,6.88647,1265.39,0.836176,0.566,2,1.0,296,4.031263696678571,4.972028732299804
1513,4.04298,5.26001,1266.76,1.03682,0.5036,2,1.0,231,6.621797458276786,6.963512420654297
1514,9.26631,9.45899,1250.07,0.939067,0.5082,1,0.5,231,9.777071630062503,9.988923311233524
1515,17.27548,17.77507,1183.8,0.635435,0.7048,2,1.0,111,15.003687299303571,15.42093563079834
1516,6.42832,7.50136,1612.82,0.748783,0.6086,2,1.0,111,5.7796099031249994,5.72701263427734
1517,9.26631,9.45899,1250.07,0.939067,0.5082,2,1.0,231,8.975211584589282,8.511227607727049
1518,7.13435,7.66374,1542.51,0.879131,0.5546,1,0.5,231,7.0457622353125,7.99573940038681
1519,6.42832,7.50136,1612.82,0.748783,0.6086,2,1.0,231,9.42209079245536,9.033304691314695
1520,3.45916,6.2015,939.516,1.14038,0.506,0,0.0,111,9.97436266875,9.985113143920898
1521,18.62581,21.79419,1088.15,0.166713,0.9158,1,1.0,296,8.112497906026787,8.106180012226105
1522,26.59765,26.75687,1062.01,0.38141,0.8082,1,1.0,231,12.038429105089282,11.630819439887997
1523,19.11156,19.7302,1121.03,0.585485,0.7264,0,0.0,111,21.56591496160714,21.51986837387085
1524,11.73659,12.21412,1394.02,0.615116,0.684,0,0.0,296,5.327935554285714,5.378315180540085
1525,18.63318,19.15145,1102.73,0.639688,0.7,2,1.0,231,9.39499992391071,9.789858341217043
1526,18.07174,18.45842,1176.11,0.553442,0.7156,1,1.0,111,17.040756555044645,16.776844024658203
1527,25.22524,25.83796,1053.2,0.41827,0.7854,1,1.0,231,10.916536511473216,10.465080738067627
1528,14.95702,16.31818,1235.42,0.612782,0.699,0,0.0,111,19.858447694642855,20.48443746566772
1529,27.49842,27.72885,953.505,0.509548,0.7832,2,0.5,231,8.9193591196875,8.90175998210907
1530,5.2812,5.56843,569.81,0.888677,0.5284,0,0.0,231,5.8605520832142854,5.746873259544373
1531,32.00589,32.19264,923.621,0.350349,0.8084,1,1.0,296,7.9146784769375005,7.8131014704704285
1532,17.69479,18.04129,1216.79,0.541368,0.717,1,1.0,296,8.632756718482142,8.323890805244446
1533,8.90453,9.35808,1320.71,0.819057,0.5912,2,0.5,111,8.35665433720536,8.36189365386963
1534,10.41847,11.03913,1527.0,0.748765,0.6326,0,0.0,296,4.897184366607143,4.435661196708679
1535,27.92619,28.32721,1229.18,0.49464,0.7694,0,0.0,296,5.454942983482142,5.2935343980789185
1536,12.95779,13.26533,1210.51,0.76704,0.639,1,1.0,296,8.112360374401785,7.622895956039429
1537,27.52497,27.834,950.524,0.416504,0.8022,0,0.0,111,21.14149637678572,20.943153142929077
1538,21.19627,21.63801,1067.72,0.649875,0.6628,1,1.0,231,8.95160327632143,8.96434199810028
1539,22.72211,23.06077,1138.67,0.471181,0.7788,0,0.0,231,7.994855098571429,8.272313117980957
1540,23.79996,24.06552,1059.65,0.521619,0.7636,1,1.0,296,7.301045925866072,7.616259306669235
1541,14.35044,14.61678,1196.22,0.818509,0.6456,0,0.0,231,7.438588112678572,7.444897890090942
1542,19.54583,19.70949,1083.93,0.54873,0.717,0,0.0,111,19.79863011160715,18.85516905784607
1543,26.16393,26.41373,1020.67,0.396938,0.8086,1,0.5,231,8.82578735405357,9.196727871894836
1544,30.09488,30.41767,1069.89,0.519823,0.7428,0,0.0,111,19.001784073214292,18.837348461151127
1545,18.73235,19.19355,1335.52,0.571852,0.717,0,0.0,111,19.446751812500004,19.382270336151123
1546,16.99861,17.33898,1143.76,0.711626,0.6744,0,0.0,231,7.441898490625,7.584708780050279
1547,6.95382,8.01662,1097.24,0.841435,0.5746,1,1.0,231,6.547583094857143,6.305783987045288
1548,16.41854,16.79371,1267.58,0.539296,0.7352,1,0.5,111,18.287643179455358,18.560831069946293
1549,11.76505,12.36771,1277.68,0.742764,0.6492,2,0.5,231,6.993789487732142,7.388004243373871
1550,19.35941,19.67816,1166.2,0.49422,0.736,2,1.0,296,9.268756058500005,8.838172554969788
1551,27.22108,27.58096,1025.83,0.41562,0.7978,2,0.5,111,18.493812403866073,18.00432872772217
1552,14.6828,15.11833,1323.99,0.667973,0.6862,2,1.0,296,8.27319187725893,8.400267839431763
1553,20.22853,20.51606,1340.65,0.570294,0.708,0,0.0,296,5.22150640544643,5.04954206943512
1554,9.49622,10.16022,1362.6,0.776504,0.5998,1,1.0,231,10.037064115392862,9.878565788269047
1555,11.21613,11.58627,1408.38,0.740952,0.6642,2,1.0,111,11.73709110485714,11.787173271179201
1556,12.48125,12.94086,1198.01,0.727503,0.6322,1,1.0,231,7.278713407535715,7.737943530082703
1557,27.91513,28.07793,996.221,0.404815,0.7868,2,1.0,231,11.270650750428572,10.971370935440062
1558,14.20348,16.1985,1362.96,0.19318,0.8914,2,1.0,296,8.4439565771875,8.537460267543793
1559,7.13435,7.66374,1542.51,0.879131,0.5546,1,1.0,231,8.830191367276782,8.535504817962643
1560,28.43869,29.05122,975.006,0.376184,0.8074,1,1.0,296,8.095560265839286,8.136538922786713
1561,8.01596,8.77659,1314.91,0.831244,0.582,2,0.5,111,9.29630922602678,8.46497631072998
1562,44.58568,44.82728,751.634,0.250067,0.873,2,1.0,296,8.557602577383928,8.255600214004517
1563,25.03846,25.23873,1171.91,0.533736,0.7422,2,1.0,231,10.358885560125007,9.814522981643671
1564,18.07174,18.45842,1176.11,0.553442,0.7156,1,1.0,231,8.545847314678573,8.912006855010985
1565,18.74076,19.17221,1242.07,0.544121,0.7396,0,0.0,111,21.298491491071427,20.356862545013428
1566,11.0019,11.69991,882.118,0.884416,0.5356,2,1.0,231,4.407857595607144,5.013798356056213
1567,7.79301,8.62342,2000.94,0.585175,0.686,1,1.0,231,9.60188068478572,10.045286297798157
1568,13.14222,13.52573,1287.14,0.661192,0.6736,1,1.0,296,10.234911961151784,9.322087764739988
1569,27.80888,28.18522,976.47,0.430945,0.791,1,1.0,111,16.24685709626786,17.084819793701172
1570,31.84749,32.36866,906.875,0.360794,0.8324,1,0.5,231,9.942255865991072,9.745524406433109
1571,24.14477,24.58257,966.264,0.576825,0.748,2,1.0,111,17.28618215064285,17.568704128265384
1572,8.83606,11.48909,2126.12,0.322836,0.8448,0,0.0,111,26.875943073214287,27.953224658966064
1573,15.36517,15.68723,1303.59,0.631722,0.6744,2,0.5,296,7.566605932151786,7.20168149471283
1574,25.074,25.37192,1006.81,0.462755,0.7812,2,1.0,296,8.283878955544642,8.423343420028687
1575,19.85391,20.33709,1131.73,0.565472,0.7148,1,1.0,111,13.718275287633919,14.40865993499756
1576,18.74076,19.17221,1242.07,0.544121,0.7396,2,1.0,111,11.59369526715178,13.36670303344727
1577,24.52893,25.04149,1018.66,0.467003,0.778,1,0.5,296,7.688751763169644,7.447701811790466
1578,10.37141,11.17048,1351.43,0.74875,0.6128,0,0.0,111,18.464198183035712,18.157067775726315
1579,27.52497,27.834,950.524,0.416504,0.8022,1,0.5,296,6.726673733732144,6.804449826478958
1580,25.074,25.37192,1006.81,0.462755,0.7812,1,1.0,296,7.81110375175893,7.688345193862915
1581,33.34342,33.50589,863.479,0.338466,0.811,1,0.5,111,18.07100518696429,18.019164085388187
1582,47.10105,47.6541,791.498,0.108753,0.9538,1,0.5,231,9.733989858035715,10.081339836120604
1583,18.92248,19.49115,1110.03,0.519441,0.7334,2,1.0,296,6.166437449044643,6.201833665370942
1584,18.87165,20.37546,1418.0,0.229766,0.878,0,0.0,231,9.365170113392859,9.607902973890308
1585,24.16371,24.48794,1019.98,0.485873,0.7796,2,0.5,231,10.194501255491076,10.10242676734924
1586,24.5813,24.80113,1002.34,0.614594,0.685,0,0.0,296,4.4714492720535715,4.470718562602997
